かばね,カバネ
かばん,カバン
過敏,カビン
下腹,カフク
カブ,カブ
寡聞,カブン
壁際,カベギワ
かま,カマ
かまち,カマチ
かまぼこ,カマボコ
蒲鉾,カマボコ
神上,カミアゲ
上方,カミガタ
紙屑,カミクズ
神様,カミサマ
上正,カミショウ
剃刀,カミソリ
髪の毛,カミノケ
神業,カミワザ
かめ,カメ
仮名,カメイ
カメラ,カメラ
仮面,カメン
鴨居,カモイ
科目,カモク
貨物,カモツ
渦紋,カモン
かや,カヤ
火薬,カヤク
かよ,カヨ
斯様,カヨウ
火曜日,カヨウビ
から,カラ
カラ,カラ
